Diedra Danille Willers, 4 Feb 1946, Wanatah
Shantelle Xuan Roerish, 16 Sep 1918, Guilford
Arlean Helene Bellflowers, 2 Jun 1944, Clayville
Catina Harley Blommer, 28 Jul 1979, Camden
Karren Emmaline Clovis, 20 Aug 2013, San Diego
Thersa Brandon Halajian, 7 Sep 1935, Circle Pines
Soon Jessia Pittsinger, 23 Mar 1987, Cinda
Ana Idella Skanes, 3 Dec 1983, Ogdensburg
Phyliss Cary Barbier, 25 Jan 2008, Lansing
Maryetta Sarita Yacovone, 25 Apr 1989, Coolville
Ileen Victor Aiyer, 11 Feb 1985, Dongola
Shara Jane Mario, 13 Jan 1991, Levels
Chanell Cornelia Gwinner, 22 Aug 1987, Dayton
Chi Patricia Mroczkowski, 28 Jun 2013, Marshall
Gaynelle Andreas Hanington, 10 May 1928, Nottinghill
Heidi Nicol Ciano, 17 Aug 1915, Evergreen Park
Brianna Nikia Snider, 7 Jun 1945, Rockford
Kathyrn Shelly Burnison, 11 Jul 1902, Rochester
Danica Lynetta Hierholzer, 22 May 1938, Grant Township
Ammie Shea Wanschek, 18 Jul 1955, Culver Military
Jame Valentin Rockett, 18 Jun 1931, Goldvein
Lupita Camila Coerver, 21 Oct 1998, Mc Nabb
Lillia Jarrod Norsworthy, 19 Mar 1907, Seth
Alaine Corrina Wilging, 16 Apr 2001, Percival
Kala Marnie Partington, 28 Apr 1997, Wimbledon
Sunshine Wilda Rouw, 26 May 1900, Trenton
Corinne Annett Guptill, 5 Aug 1926, Pigeon Forge
Stephan Gregorio Kaliszewski, 24 May 1996, Given
Maira Stephine Litten, 17 Apr 1902, Clearfield
Reginald Dina Zeeb, 26 Jun 1963, Richmond
Emmy Hye Morante, 11 Jan 1950, Miller City
Aiko Inocencia Jasmine, 21 Sep 1939, Rio
Kristeen Josh Ferenz, 13 Sep 1905, Isle Au Haut
Tammara Cindie Bottoni, 24 Apr 1908, Ronks
Randal Novella Namur, 3 Apr 2007, Burlington
Rigoberto Merri Lofguist, 28 Jul 1943, Hill
Cira Francesca Greenbush, 9 Jan 1961, Asbury
Rosia Ila Kalley, 11 May 1937, Shillington
Shantae Azzie Sieminski, 20 Mar 1918, Rutledge
Corrin Carylon Feulner, 20 Jun 2012, Heathsville
Suellen Brande Touby, 2 Jun 1928, Byrdstown
Winfred Elene Messan, 6 Feb 1913, Cantua Creek
Valentina Annika Deckman, 28 Nov 1965, Emerson
Mao Zoraida Escort, 12 Dec 1922, Ridgeway
Alonso Thomasena Marti, 10 Aug 1990, Draper
Abigail Antone Poppema, 14 Jun 1974, Houston
Mimi Emmanuel Valdovinos, 12 May 1970, Fort Madison
Angelo Slyvia Hearst, 8 Mar 1989, Heyworth
Tinisha Lizzette Tardie, 10 Apr 2010, Madisonville
Spencer Sheryll Farah, 25 May 1984, Orrington
Reggie Oren Bliss, 27 Mar 1911, National City
Meridith Cristal Pelote, 9 Aug 1925, Cherokee Village
Coreen Kanisha Boschee, 4 May 1953, Moreno Valley
Hans Viva Kenworthy, 14 Jun 1919, Burfordville
Dahlia Milagros Tyrer, 25 Dec 1928, Mountain Lake
Verna Kiesha Lajara, 18 Jan 1924, Copperopolis
Isadora Lan Scyoc, 26 Dec 1988, Groveton
Deon Willy Agar, 18 Mar 1902, Byers
Jonathon Nella Menjes, 15 Mar 1990, Rexford
Ming Len Ribeiro, 22 Oct 1996, South Haven
Sherice Eleonor Sago, 9 Jan 1963, Bloomville
Joelle Jerlene Folwell, 13 Apr 1916, Central
Juliann Numbers Sleek, 12 Dec 1973, Halifax
Dwayne Lavonia Prately, 7 Jan 1971, Anderson
Belia Mee Borer, 9 Aug 1998, West Salem
Felipa Hobert Silveri, 6 Jan 1926, Winchester
Amber Annita Morelos, 9 Nov 1961, Akron
Elroy Melanie Spore, 2 Sep 1987, Honolulu
Joaquina Lorrie Coronel, 6 May 1945, Red Rock
Charlie Stormy Fauber, 6 Dec 1983, Delmont
Hildegarde Tajuana Carrasco, 17 Jan 1939, Steeleville
Sibyl Dayna Bandanza, 17 Nov 1910, Percy
Gonzalo Lashell Tacke, 18 Oct 1996, Los Angeles
Hiram Cathie Ur, 20 Nov 1984, New Orleans
Torri Jewel Beals, 15 Oct 1963, Cologne
Suzy Milly Fulginiti, 12 May 1902, Center Junction
Thomasina Tory Peluso, 20 Oct 1932, Louisville
Sandy Janette Bis, 8 Feb 1939, Cloverdale
Patricia Tabitha Gottfried, 18 Nov 1938, Hedrick
Burl Brandee Oum, 15 Apr 1991, Ora
Olimpia Jessie Moultry, 14 Mar 1999, Ramona
Jule Ashlee Hughlett, 2 May 1969, Monroe
Saturnina Cristine Lopilato, 12 May 1934, Glen Dale
Fannie James Grismore, 24 Sep 1939, Perry
Catharine Billie Rodriges, 10 Sep 1998, Sayre
Nga Victor Anyan, 9 Jan 1941, Salemburg
Carlita Sandie Callies, 18 Dec 2010, Narvon
Marisa Leota Tessmer, 4 Mar 2004, Geneva
Adam Ericka Floresca, 16 Feb 1924, Clarksville City
Barbera Estefana Steiber, 22 Mar 1906, Cordesville
Nickole Aldo Yoseph, 24 Jan 1977, Houlton
Terese Jesus Arostegui, 13 Nov 2005, Oscoda
Chantay Ofelia Martineze, 21 Sep 1940, Nichols Hills
Rosella Malik Landolfo, 2 Feb 1921, Saint Maries
Liza Wilburn Labauve, 1 May 2005, Allegheny
Roxanne Chante Daufeldt, 23 Jan 1900, Century
Fairy Tuyet Sciavillo, 3 Nov 2003, Ruskin
Michell Melvina Mole, 6 Dec 2014, Dubuque
Jona Arie Applegarth, 5 Apr 1927, Breda
Bill Ressie Wagoner, 8 May 1916, Merrimac
Staci Woodrow Kalman, 16 Jan 1970, Liberty Lake
Gladis Marjory Pistelli, 8 Jun 1976, Loxahatchee
Marcellus Hector Provence, 27 Feb 1954, Grand Terrace
Karri Florance Stergios, 5 Jan 1913, Corpus Christi
Vicky Davina Narr, 5 Jun 1998, Wichita
Ellis Agustina Browning, 6 Jun 1934, West Springfield
Rich Cornell Kalenak, 8 Aug 1941, Greensboro
Rich Olin Blackie, 8 Mar 1955, Medford
Romana Syreeta Saltis, 12 Jan 1906, Oconto
Tanika Conchita Ailes, 23 Mar 1993, Bellville
Lizzie Lyndon Vonbargen, 28 Jun 1978, Mount Hermon
Kirstie Walton Bruin, 25 Nov 1924, Weirton
Shelley Lenore Abbitt, 1 Mar 1999, Coulterville
Byron Luella Bisset, 4 Jan 1930, Maunaloa
Cyrus Berta Caltagirone, 13 Aug 1903, Kyrock
Caroline Sunny Shaak, 25 Jul 1917, Ethan
Kayla Glen Sharperson, 10 Dec 1980, Richland
Callie Daniele Odermott, 4 Oct 1902, Tillson
Lou Cleo Cobia, 27 Jun 1915, Rockland
Jimmy Erin Thebeau, 1 Jul 2013, Richmondville
Teresia Temeka Berliner, 10 Aug 1963, Walsh
Dreama Colby Morissette, 10 Feb 1900, Oshkosh
Cherish Tawanda Sallas, 5 Sep 1993, Osage
Lili Myles Clemo, 25 Dec 1978, San Diego
Leonora Irina Zumalt, 9 Mar 2005, Conicville
Shanda Merlyn Mclaird, 3 May 1995, Salem
Rachele Kevin Tuomala, 20 Oct 1989, Winslow
Marci Cassidy Martine, 5 Apr 1965, Guthrie Center
Jame Steven Klingelhoets, 3 Feb 1994, Medford Lakes
Dorris Kyle Cypret, 24 Mar 1903, Silverstreet
Loren Bettina Flattery, 15 Oct 2008, Basinger
Amos Jessia Marinello, 22 Dec 1928, Wyanet
Kennith Katy Karell, 16 Jun 1945, South Bloomingvi
Madonna Shin Rister, 15 Apr 1965, Soap Lake
Cassey Tora Troisi, 25 Aug 1925, Forest City
Savanna Barbera Shandley, 20 Jan 1981, Amarillo
Jamel Estrella Rehberger, 27 Jul 2008, Cold Springs
Ann Natisha Betzel, 26 Nov 1922, Wellsburg
Shelby Michal Threat, 19 Jan 1992, Church View
Neta Bernardine Mazurk, 1 Jul 1961, Washington
Karima Milford Nance, 2 Nov 1926, Buckingham
Len Benita Dearden, 4 May 1961, Ahsahka
Lavonda Derrick Vanacker, 2 Mar 2007, Portia
Charmaine Etta Rusnak, 17 Feb 1977, Big Rock
Mariel Celina Boeser, 15 May 1944, Pine Hill
Carry Golda Abreu, 3 Mar 1980, Albuquerque
Deann Latia Sarkar, 17 Oct 1979, Prentiss
Krystyna Chasity Bjornberg, 7 Apr 2010, Blossburg
Marine Aura Lapora, 12 Feb 1907, Townville
Nida Lin Renschler, 18 Oct 1939, Patriot
Theodora Ara Schoenhals, 21 Aug 1903, Ponemah
Tawnya Noe Hildner, 1 Jun 2010, Union Star
Clifford Arlie Morgenstern, 6 Oct 2001, Petrolia
Louis Tasia Jeangilles, 21 Aug 1972, Burrton
Bernadette George Bramall, 12 Feb 1915, Anton
Tosha Madeleine Riopel, 14 Apr 1996, Minneapolis
Lizzie Elton Shellabarger, 20 Mar 1983, Arlington
Willodean Jennie Saetern, 11 Sep 1980, Shevlin
Willetta Annamarie Deppert, 17 Jan 1963, Clarence
Marcel Leontine Ritums, 2 Feb 1967, Tazewell
Evan Melania Wieciech, 20 Dec 1997, Upper Arlington
Morgan Stephani Macmullan, 16 Jun 1916, Pawcatuck
Gina Latarsha Riexinger, 4 Jan 1999, Louisville
Jovan Jenny Bryan, 5 Jan 2000, Margarettsville
Darnell Devin Trine, 14 May 1956, Taft
Kristin Lorenza Lariviere, 7 Feb 1908, Brooks
Demetrius Suzy Hirkaler, 22 Feb 1945, Athens
Jarred Katelyn Tesch, 9 Dec 1953, Cisne
Clementina Marcellus Gillson, 4 Jun 1936, Orwell
Teresia Marcela Zanis, 18 Aug 2000, Starford
Nyla Gillian Recchia, 20 Nov 1929, Locustville
Nan Romona Lorenz, 5 Jan 1954, Cordova
Margery Jacquetta Styborski, 24 Jan 1910, Dawson
Abbey Lucila Herington, 6 Feb 1908, New Hartford
Jerry Fidel Streeton, 6 Sep 1966, Oberlin
Carmelita Carlita Kalmus, 2 Oct 1911, Chicago
Zona Moriah Stikeleather, 25 Mar 2003, Tallapoosa
Mitzi Jaqueline Bar, 10 Oct 1900, Fulton
Annalee Shawn Merlo, 18 Oct 1993, Pathfork
Carissa Kelli Antoniotti, 8 Jan 1975, Condon
Carter Natasha Mayoral, 25 Apr 1905, Ashland
Augustine Abbey Biscardi, 27 May 2013, Wahoo
Angella Tisha Amey, 24 Jul 1909, Minneapolis
Maryrose Terrell Fieldson, 22 Aug 1927, Temvik
Jacob Lesia Leuchs, 27 Mar 1907, Saint Charles
Tova Della Lehning, 17 Jun 1947, Georgetown
Fernanda Cleora Brenhaug, 23 Aug 1951, Newton Upper Fal
Marcelina Sherly Lanna, 15 Nov 1968, Grenelefe
Kelly Ludivina Corson, 7 Jul 1987, Bayport
Kala Dick Woetzel, 8 Feb 1953, Anacortes
Lakita Abe Standke, 22 Jul 2007, Coila
Gustavo Danille Lugardo, 16 Oct 1916, Altoona
Claude Johnny Sayegh, 17 May 2003, Ravenna
Waneta Howard Kachel, 5 Dec 1995, Las Vegas
Matt Manuela Vallario, 26 Aug 1906, Traverse City
Alisha Alton Blaylock, 5 Jul 1924, Astor
Sam Carlita Desmith, 7 May 1979, Leesburg
Sabina Terica Pina, 2 Apr 1974, Manville
Brenda Olivia Dobrinin, 20 Oct 1932, Watertown
Violeta Samuel Vreeland, 23 May 1935, Waukomis
Dorethea Annie Sperka, 25 Jul 1921, Thetford Center
Yun Mariana Cunnigham, 7 Jun 2008, 63959
Betty Macy Kreisher, 17 Nov 1933, West Baldwin
Debera Lenita Yeilding, 3 Jul 1912, Wheatley
Twana Tonette Rifai, 9 May 1955, South Byron
Carmelina Britt Madin, 21 Jul 2010, Smithville
Rosalba Allegra Peskin, 9 Jul 1961, Deerbrook
Rosendo Ha Stelle, 20 Sep 1928, Warrenville
Geraldine Genesis Hopperstad, 28 Aug 1907, North Little Roc
Charlie Layne Elizondo, 19 Dec 1968, Clayton
Shenika Pierre Eichel, 26 Aug 1960, Villegreen
Chelsea Yessenia Durrenberger, 8 Aug 1964, Henderson
Gerard Doreen Scrobola, 14 May 2004, Bellevue
Reggie Tori Desamito, 6 Apr 1950, Scottsdale
Maricruz Malisa Espelien, 23 Jan 1900, Rubicon
Clay Carley Ivrin, 20 Jun 1942, Worcester
Mariah Lucienne Pushaw, 15 Jul 1999, Stow
Alfredia Daren Juilfs, 17 Jan 1981, Ashton
Scotty Vikki Atchinson, 20 Jan 1937, Irvington
Akiko Chris Sarvis, 19 Nov 1941, Vinson
Rozanne In Virts, 1 Aug 1918, Saint Thomas
Lesa Anna Ridener, 7 Jan 2007, Englevale
Lavenia Ophelia Grossman, 20 Jan 1921, Lincoln
Hortensia Pat Camposano, 7 Jun 1964, Lisbon
Chanda Leeanna Adens, 15 Sep 1908, Walton
Yaeko Jenice Tallie, 21 Sep 1913, Roanoke
Leigha Alden Frances, 3 Jan 1928, Essig
Jene Faith Gaiser, 9 Mar 1925, Salt Point
Linsey Rosalva Lumbra, 9 Mar 2004, Foley
Rosenda Brian Peret, 9 Nov 1962, Erie
Elise Charlena Lener, 14 Apr 1905, Grand Isle
Darcey Irvin Mcjunkins, 21 May 1952, Cory
Lala Kala Eichstadt, 4 Oct 2010, Point Baker
Tiesha Damien Polintan, 17 Feb 1943, Fleming Neon
Laila Jesus Barrell, 11 Nov 1920, Burgoon
Tegan Shena Menette, 15 Apr 1995, Halfway
Arthur Kaila Dobkins, 5 Feb 1928, Castana
Ty Hong Heffelfinger, 13 Jan 1976, Battle Creek
Tennie Meg Mccrady, 8 May 1990, Sanibel
Elenore Sol Longendyke, 25 Jan 1989, Cherry Run
Jae Meaghan Birkeland, 4 Feb 2007, Fort Worth
Sumiko Cecila Mayes, 12 Jan 1968, Lindsay
Hong Eve Kopperud, 8 Jun 1925, Flint
Liz Kathey Rigger, 26 May 1935, Wyeville
Cecily Albertha Blanchette, 13 Aug 1972, Raleigh
Lecia Lanora Thornbrugh, 11 Sep 1934, Dallas
Deloise Belle Urankar, 25 Dec 2003, Bristol
Pat Marylin Furlan, 16 Feb 1972, Inwood
Karan Gayle Chappelear, 17 May 1974, Chicago
Osvaldo Trudie Tompkins, 21 Mar 2002, Gambier
Carlota Elizebeth Stief, 26 Jan 1960, North Vernon
Dani Eulah Pigeon, 25 Oct 1922, Wirtz
Alexis Alena Sturges, 12 Apr 1981, Black Butte Ranc
Tina Micheal Bretana, 27 Oct 1996, Charlestown
Sherrie Drucilla Shadoan, 10 Jul 1976, Perry
Melany Adria Duthie, 20 Apr 2008, Lindenwood
Marlin Rosamond Wimpee, 10 May 1910, San Marcos
Josh Julio Vear, 26 Jun 1927, Gravelly
Lenita Ruth Tools, 28 Jan 1977, Otisco
Tamela Eugenia Sjoberg, 10 Jan 1982, Danvers
Joey Curtis Fiero, 28 Oct 1962, Beryl
Tracee Diann Davidowicz, 18 Apr 1941, Chicago
Rozanne Gladys Carone, 21 Jun 1988, Lodi
Tarra Santa Keyser, 4 Jul 1950, Liberty
Celena Adan Host, 6 Mar 1994, Milwaukee
Lauretta Boris Bonalumi, 27 Feb 1945, Alcova
Shaun Emerita Cron, 1 Feb 1975, Ralston
Rhona Darrick Hincks, 5 Feb 1931, Moiese
Noella Shawanda Seu, 17 May 1912, Provo
Travis Terrie Kerwin, 13 Sep 1922, Meshoppen
Vanetta Inell Gucciardi, 25 Apr 1908, Sardinia
Micah Dennis Zetino, 7 Apr 1917, Manitou Beach
Jonas Leeanna Armwood, 25 Mar 1907, Mabel
Ariel Dominique Mishulouin, 2 Oct 1973, Crystal Hill
Griselda Roxanna Casada, 12 Feb 2003, Sacramento
Lily Delorse Quinones, 23 Mar 2008, Natrona
Chrystal Stefania Oommen, 25 Jan 1931, Overton
Daniella Babara Zavattieri, 19 Aug 1908, Shavano Park
Tamar Chance Nealon, 23 Feb 1967, Granville
Colleen Royce Stockner, 22 Jan 1942, Oneida
Bethanie Karyl Carnie, 23 Jun 1920, Randallstown
Cody Marjorie Ladtkow, 12 Feb 2002, Mountain View
Simonne Alana Weigert, 7 Mar 1957, North Bend
Erin Ai Fillare, 2 Oct 1955, Riverside
Jennette Tanisha Herscher, 25 Feb 1968, New Post
Thurman Mai Swartzman, 11 Aug 1910, Marlin
Sammie Rhonda Liff, 24 Jul 1902, Smolan
Natashia Noel Faustini, 3 Sep 1945, Berlin
Shawnee Olympia Caloca, 20 Mar 1929, Saint Hedwig
Lance Avery Hoek, 23 Nov 1959, Saint Paul
Larry Heidi Goody, 19 Feb 1936, Savannah
Krista Eleanora Monica, 13 Oct 1959, Fort Valley
Raven Floria Kleck, 22 Nov 1940, Sunderland
Alex Nicolasa Karim, 22 Dec 2003, Stony Bottom
Shaunda Curtis Bukowinski, 25 Jan 1967, Coeymans Hollow
Connie Celeste Kincaide, 10 Oct 1983, Jacksonville
Fredricka Meghann Sweets, 6 Jan 1913, Hale
Dotty Esmeralda Bair, 23 Sep 1961, Star City
Helga Lynwood Quain, 6 Mar 1954, Pasadena
Hollis Benedict Gottdenger, 13 Nov 2009, Asheville
Latonya Marnie Lebrun, 13 Dec 1975, Caret
Antionette Lawrence Lighthall, 16 Mar 1991, North
Shiloh Lidia Seewald, 10 Nov 1906, Bryte
Travis Tama Renee, 17 May 1916, Carson
Jackson Lennie Purple, 3 Jan 1973, South Fallsburg
Tammie Belen Canedo, 28 Feb 1988, Mineral
Elwanda Hyman Messerli, 23 Nov 1973, Lawn
Sacha Dustin Copening, 28 Jun 1902, Natick
Danae Katelyn Weyers, 4 Sep 1996, Murdock
Yer Allen Mounts, 12 Sep 2006, Cleveland
Alix Shawn Bailey, 18 Mar 2005, Howard
Ryan Madison Vanbeveren, 9 Jul 1980, Dyersville
Fe Cherry Boisuert, 12 Oct 2012, Interlachen
Bari Mozell Willenborg, 28 Jan 1966, Mount Clemens
Delana Booker Egel, 17 Aug 1945, Raleigh
Elizabeth Clementina Gort, 15 May 1945, Jacksonville
Jan Charlie Garske, 20 Oct 2011, Sherrodsville
Cassondra Sulema Tellis, 19 Sep 1987, Napa
Le Phylis Hargest, 16 Mar 1977, Vernon Center
Phebe Hope Wessinger, 17 Sep 1959, Livermore
Scotty Zelma Lynott, 26 Jan 1937, South Fulton
Kristal Elli Tullos, 8 Aug 1914, West Hollywood
Paula Johnie Polfer, 3 Jun 1903, Mission
Garland Rosalba Sonier, 3 Nov 1930, Hamlin
Merrilee Pamila Heiss, 14 Jun 1961, Sioux Falls
Marybelle Faye Williemae, 20 May 1980, Vernon
Trinidad Lelah Zamborano, 24 Aug 1949, Atlanta
Alethia Jacqulyn Guadagno, 26 Nov 1941, Attica
Georgette Glenda Swartzell, 5 Aug 1911, South Bound Broo
Hyon Karina Degasparre, 28 May 1937, Carrollwood
Paul Monte Andary, 18 May 1935, Newport News
Exie Sandra Desrosier, 17 Mar 1942, Berkey
Aubrey Beverley Pinner, 6 Mar 1991, Middletown Sprin
Meghan Alishia Manzella, 26 May 1921, Gibbonsville
Gaylord Earle Kissler, 12 Aug 1950, Newburyport
Garland Basil Lastella, 26 Aug 1909, Atlanta
Fredericka Deidra Sittner, 27 Aug 1952, Lakeview
Tiffiny Lorena Nekola, 19 Jun 1995, North Bay Villag
Asuncion Marshall Mahuna, 2 Jun 1995, Trotwood
Bo Katina Pohlman, 11 Oct 1903, Apple Valley
Cameron Soo Macadangdang, 16 Feb 2010, Seattle
Terrell Gregoria Rathert, 13 May 2007, Saint Mary
Lovella Ricardo Dubinsky, 8 Mar 1943, Hensley
Demetrius Margrett Takara, 14 Mar 1903, Astatula
Mitchel Matt Zuniga, 15 Sep 1993, Plymouth
Bambi Ann Lulewicz, 11 Jun 1978, Eldorado
Joshua Eden Jhingree, 6 Jul 1919, Urich
Catheryn Zana Feuerborn, 17 Sep 1965, Preston Park
Leisa Jospeh Bannett, 16 Jul 1975, Belgrade
Monique Kristie Pfahl, 1 Oct 1963, Yuma
Branda Octavio Hoogland, 13 Apr 2014, Busby
Mariel Lulu Brokins, 4 Mar 1957, Carona
Rosio Kenia Martinon, 14 Feb 1992, Arlington
Kellie Nora Swoyer, 1 Jun 1904, North Versailles
Karleen Dreama Surrell, 15 Mar 1920, Lansing
Hilario Bobbie Boggio, 24 Feb 1944, Cushing
Tomas Deloris Delross, 13 Sep 1952, Cross Plains
Dusty Carola Tschetter, 24 Aug 1998, Epes
Micheal Lasandra Serice, 12 Jul 2006, Bay Port
Britteny Dale Fergusen, 5 Feb 1923, Vermont
Shauna Garnett Rexach, 3 Mar 1951, Prairie Du Chien
Donnie Neil Shahinfar, 13 Jan 1920, Buechel
Mina Curt Fennessy, 3 Nov 1950, Harbeson
Ray Erwin Hsun, 15 Jan 1920, Carlos
Laci Thad Blevins, 12 Apr 1926, Columbia City
Branden Odessa Winkowski, 19 Jul 1902, Malvern
Larry Jade Haseltine, 27 Oct 1969, Kevin
Kerri Adelaida Galen, 19 Mar 1984, Randolph A F B
Sidney Ulrike Bonatti, 5 Jun 2014, Muncie
Marlene Julio Lisius, 3 Oct 2010, King Cove
Andres Thalia Carela, 25 Oct 1960, Bronx
Oliver Miguel Zucca, 8 Jul 1979, Fort Worth
Taisha Alesia Nozum, 22 Mar 2014, Pikeville
Jenee Liz Sary, 26 Oct 1929, Sellersville
Lakita Yessenia Peakes, 10 Dec 1965, Monclova
Dominga Laila Victoria, 8 Sep 2001, Toney
Mel Marcell Estabrooks, 28 Nov 1981, Timpas
Gino Karole Nowacki, 25 May 1957, Prairie
Ethelene Danyell Naegle, 16 Feb 1928, Tioga
Melodee Jae Parah, 21 Jul 1966, Brockway
Glayds Sharla Rottinghous, 3 Oct 1989, Whiting
Setsuko Candance Cleare, 7 Nov 2011, Glendale
Anja Myriam Buskey, 14 Jul 1989, Bronx
Pearl Leanne Streng, 5 Jan 1953, Wilderville
Audrie Sindy Devazier, 15 Apr 1933, Maize
Annice Agnus Sclafani, 2 Jun 1999, Northrop
Rudy Randal Printy, 26 Apr 1909, Gastonia
Fran Angelita Bark, 20 Dec 1968, Wardsboro
Lasandra Bronwyn Turinetti, 3 Jul 1959, Alden
Esther Alverta Anding, 15 May 1953, Cerrillos
Cecily Tegan Denton, 8 Jun 1999, Erwin
Shanta Lakenya Pomerantz, 25 Aug 1923, Statts Mills
Graig Tandra Kamp, 17 Aug 1925, Elk City
Damian Oliver Kolasa, 8 Feb 2002, Chicago
Dudley Shena Bement, 1 Nov 1977, Ranburne
Kris Louvenia Zicafoose, 6 Dec 1992, Mc Nabb
Penny Rickey Koroma, 28 Jul 1956, Denver City
Corrinne Jada Leibold, 16 Apr 1991, Tulsa
Tova Courtney Ferraris, 4 Sep 1928, Chamois
Eduardo Tamika Searson, 18 Aug 2011, Stirum
Adina Sharda Manzueta, 16 Sep 1935, Appleton
Dwana Eura Koos, 11 Nov 1962, Shelby
Samuel Lorraine Nissalke, 9 Jan 1950, Doniphan
Felisa Sook Micek, 3 Jul 1978, Leawood
Debroah Somer Tanikella, 19 Sep 1903, Clemons
Audrey Tobie Andreasen, 17 Aug 1994, Emery
Lorrine Shelby Sayavong, 19 Sep 1910, Bushong
Meggan Patrick Mcnee, 12 May 1958, Mapleton
Lupita Beau Friling, 18 Nov 1907, Liberty
Bertha Haydee Rosek, 3 Sep 1906, Manitou Springs
Johnette Reyna Condell, 12 Nov 1918, Galeton
Jewel Jolyn Schiebel, 28 Aug 1972, Slatyfork
Ruthanne Marvis Bywater, 22 Nov 1964, Pascagoula
Evia Wen Mcneme, 8 Jun 2009, East Boothbay
Adell Francis Willborn, 20 Feb 1942, Spaulding
Marvis Vergie Wilfred, 10 Jan 1956, Jefferson
Allyn Leonardo Rily, 14 Dec 1921, Gillsville
Neal Shayla Lazard, 23 Jan 1997, Miami
Vannesa Ying Paripovich, 28 Oct 1902, Giant Forest
Dale Jone Conder, 19 May 1975, Verner
Noella Shala Badolato, 25 Mar 1972, Swan
Clair Alita Younge, 2 Sep 1945, Fremont
Mamie Hang Bridson, 24 Oct 1990, Chillicothe
Morgan Nita Dubuisson, 4 Dec 1935, Sterling City
Dane Marjory Norskog, 15 Feb 1958, Fargo
Hunter Jimmie Siwik, 4 Nov 1938, Bergland
Caryl Young Martorano, 25 May 1923, Old Bridge
Precious Geneva Pihlaja, 27 Feb 1914, West Rutland
Shemeka Shelby Scandurra, 12 Oct 2006, Beardstown
Ghislaine Caren Hardy, 3 Dec 2007, Fort Worth
Stanford Winifred Schnitker, 11 Oct 1956, Oradell
Shelly Francis Grotheer, 24 Jul 2013, Magness
Risa Bryan Scripps, 16 Oct 1900, Chino
Rick Brittani Hanson, 27 Feb 1928, Mount Calm
Lien Brett Gougeon, 25 Feb 1922, Hampton
Edelmira Tatyana Guzewicz, 22 Mar 1919, Ames
Daniell Exie Larate, 3 Dec 1931, Thompsontown
Jacque Ester Samlal, 25 Aug 2014, Muscoda
Frank Lovella Zuber, 20 Jan 1925, College Station
Eliana Teddy Prosperie, 9 Oct 2001, Cheyenne Mtn Afb
Ashley Sadie Hurtado, 6 Oct 1941, Cohoes
Elmira Daniel Nowick, 4 Jan 1928, Coleman
Vi Marilynn Sisto, 13 Nov 1996, Fredericksburg
Kristeen Vaughn Sixtos, 27 Oct 1907, Pecan Gap
Ladawn Jonas Weidig, 5 Dec 2005, Passadumkeag
Ariel Elba Nita, 15 Aug 1936, Brooks
Loren Lia Lippa, 13 Jul 1915, Washington Colle
Romeo Brenton Miclette, 19 Jun 1990, Bethel
Terrance Gertrudis Scholzen, 8 Aug 1950, Sioux City
Naida Krystyna Rende, 20 Sep 1989, Pacifica
Ora Karan Faine, 4 Nov 1905, Wichita Falls
Matthew Charissa Sillitti, 8 Mar 1975, Bath
Nannette Cordie Sutphen, 22 Jan 2004, Parthenon
Darci Buford Nieng, 11 Jan 1983, Cloverdale
Chantal Bess Griffon, 14 Sep 1924, Agua Dulce
Nannette Mike Vecellio, 18 Jul 1938, Jersey City
June Taina Speno, 4 Sep 1963, Newark
Lakeesha Yoshiko Heinlen, 10 May 1995, Winter Park
Gabriela Collen Devasier, 28 Oct 1969, Kayenta
Katelyn Chelsea Daigre, 2 May 1969, Newark
Aundrea Rosalinda Riblet, 9 Aug 1933, Grafton
Ngan Argelia Wingett, 6 Apr 1957, Meriden
Eveline Lacresha Yue, 15 Aug 2006, Hambleton
Angelique Fidel Kroese, 2 Dec 1945, Naperville
Ilona Idella Lawrenz, 25 May 1906, Alpena
Daisy Xavier Hutsell, 24 Mar 1967, Library
Arnoldo Verdell Agramonte, 23 Feb 1925, Greenwood
Minh Frances Buchs, 11 May 1990, Leaf
Marcelo Krysta Shearier, 25 Jan 1938, Recluse
Annemarie Janina Hambright, 26 Jan 1976, Chicago
Lindy Onie Moleski, 5 Jan 2014, Axis
Lottie Geri Strumpf, 10 Mar 1950, South Wales
Shawana Natalie Lysne, 19 Nov 2010, Hernshaw
Jane Madelaine Pottorf, 26 May 1928, Little Valley
Nicola Shan Berbes, 26 Dec 1999, Hammond
Eloy Annett Crowley, 26 Dec 1900, Hubbard Lake
Millicent Dianne Hardter, 23 Feb 1941, Colorado Springs
Martha Teresia Sussman, 9 Feb 1958, Lindseyville
Edgardo Desirae Venuto, 28 Aug 1965, Rangeley
Taylor Jordan Donilon, 7 Mar 1973, Shiner
Marcelino Joya Snape, 15 Jun 1977, Audubon
Gigi Alvin Mighty, 8 Dec 1911, Vance
Nolan Renita Wunsch, 25 Jul 1935, Suffolk
Floyd Catherin Hamric, 25 Oct 1953, Nora Springs
Scot Niesha Kool, 17 Jul 2005, Rillton
Janise Blanca Hornor, 16 Dec 1943, Wittenberg
Gerry Alla Bruhn, 28 May 2006, Madison
Hilda Brady Henandez, 15 Jun 1959, Pierson
Larita Omer Amason, 12 May 1967, Detroit
Fermina Youlanda Bull, 2 Sep 1969, Bel Air
Ty Mira Assum, 1 Feb 1989, Welch
